nodeID,avgDailyMaxTemp
3860,12.865650933636122
3945,12.317745445188413
3947,12.598917228131254
3948,12.689852564788062
3949,12.90932671885845
4039,12.222490105747191
4040,12.339571542976316
4041,12.47515281960984
4042,12.501774953416556
4043,12.65120311610955
4044,12.559847224842418
4045,12.677577822661597
4046,12.797326750006558
4047,13.116061068763418
4134,12.083446258355764
4135,12.067195427319236
4136,12.162483743399628
4137,12.265956847135685
4138,12.32358476938295
4139,12.454667493331531
4140,12.796829791108438
4141,12.787955331408288
4142,12.643381134537625
4143,12.613875050190067
4144,12.613034335049717
4145,12.647393534006167
4146,12.707630756472753
4147,12.951611905058554
4148,13.202070464772627
4251,12.167387071719839
4252,12.160750136887732
4253,12.249654139368987
4254,12.311793146054606
4255,12.4639794058051
4256,12.652610274385815
4257,13.090880141770544
4258,13.260453641907242
4259,13.03151562588274
4260,12.79392313366094
4261,13.026963730488927
4262,13.205250747932876
4366,12.199590856378729
4367,12.201308297716881
4368,12.293415778924611
4369,12.313172356156278
4370,12.48190924746931
4371,12.658462918494358
4372,13.048130839324195
4373,13.297654514470377
4374,12.81905833157626
4375,12.995639343892247
4376,13.128082141403324
4377,13.253158458993454
4476,12.22698982490981
4477,12.31358143514838
4478,12.366740187337577
4479,12.513409133785027
4480,12.71255629515845
4481,12.891953468322754
4482,13.243217507669748
4483,13.326998860382837
4484,12.797749306544784
4485,12.914109308857563
4486,12.97138166033532
4487,13.144752463033377
4488,13.214441189095993
4585,12.268257306627005
4586,12.444283477530991
4587,12.510414824998083
4588,12.756950323246727
4589,12.911006966898263
4590,13.004889433048973
4591,13.312021310664406
4592,13.336476389041616
4593,12.75859854044008
4594,12.791573098868378
4595,12.913661074047246
4596,12.920649686135537
4597,13.12132689578474
4699,12.293084940634483
4700,12.418499986002267
4701,12.664795024335877
4702,12.656339314358293
4703,12.867260578250097
4704,13.030489054593174
4705,13.13489749214866
4706,13.379146000570502
4707,13.361155281382159
4708,12.732466500652723
4709,12.687145737577076
4710,12.71242015617938
4711,12.675623176511655
4712,12.728612261370193
4713,12.81406500319804
4815,12.249684515078206
4816,12.369088464532016
4817,12.587217023549986
4818,12.87436990501467
4819,12.947817290124814
4820,13.065123361004286
4821,13.22591798955744
4822,13.195526178218117
4823,13.424300761262247
4824,13.458015024169418
4825,13.30504211709519
4826,12.652757321507478
4827,12.415416559897178
4828,12.762900730795112
4829,12.711862540442096
4830,12.870532232867784
4831,12.997007149310152
4832,13.03567090310341
4941,12.176803896249819
4942,12.3210521098996
4943,12.490394072099166
4944,12.686663367531516
4945,13.160585033006905
4946,13.168080298368595
4947,13.333788461921628
4948,13.400139966286904
4949,13.500298831088484
4950,13.216734499970743
4951,13.405616642029818
4952,12.936620160567859
4953,12.940580998570466
4954,12.927516503767533
5068,11.988188672656856
5069,11.860339519406153
5070,12.204346136613326
5071,12.383250157695171
5072,12.540260811482579
5073,12.836885412862479
5074,13.402477989512041
5075,13.460592443292791
5076,13.360909682660063
5077,13.423124951764573
5078,13.460453947713553
5079,13.52705752948099
5080,13.36329100742813
5081,13.33814367183969
5082,13.306093531206619
5083,13.390969678390125
5185,11.858050062636698
5186,12.047730390690575
5187,11.792780285039225
5188,12.234952170001574
5189,12.339468908704017
5190,12.518528284120165
5191,12.950978397337858
5192,13.571548871757571
5193,13.638692193780063
5194,13.551633700851566
5195,13.48076339595574
5196,13.455088339561273
5197,13.433181896682614
5198,13.533971392418728
5199,13.602638512603507
5200,13.359168501924877
5201,13.43092493577437
5202,13.447459213004624
5306,11.802319581843605
5307,11.93176115051774
5308,12.105417409219033
5309,11.796733343896786
5310,12.136172270971882
5311,12.20586601761747
5312,12.703166898617075
5313,13.505323220875638
5314,13.7107910676436
5315,13.628089565876103
5316,13.559535917171763
5317,13.481362973362947
5318,13.461775614210397
5319,13.463086128234863
5320,13.514413589288381
5321,13.61403751373291
5322,13.629671081038547
5323,13.410381348665096
5324,13.465373724945321
5325,13.508590241109044
5435,11.849119919390718
5436,11.848425155828807
5437,11.851284744325747
5438,11.903946711012155
5439,11.996844291687012
5440,12.061820928715477
5441,12.047697201248043
5442,11.949233409787013
5443,13.769867621177484
5444,13.781811808751634
5445,13.665966885148986
5446,13.573692124737196
5447,13.474714452570135
5448,13.47690722567976
5449,13.486633174675555
5450,13.563784213105508
5451,13.626983098747317
5452,13.657895056669377
5453,13.46242361620438
5454,13.48992178262758
5455,13.551857727618257
5456,13.560865685959493
5566,11.895289917622716
5567,11.928824992219278
5568,11.940685217045555
5569,12.001985281952157
5570,11.827766095311189
5571,11.801621594704873
5572,13.823472023010254
5573,13.801304825081314
5574,13.69632322138006
5575,13.611367682780116
5576,13.511712539294534
5577,13.504868444332407
5578,13.532816043570023
5579,13.576937580896804
5580,13.560167052529074
5581,13.608773909324457
5582,13.609909144314853
5583,13.624725475784176
5584,13.543512738440647
5585,13.540046991395556
5586,13.495746383982256
5587,13.569138928878406
5588,13.55355308469662
5589,13.58183577829156
5695,11.971669402004274
5696,11.985005087103726
5697,11.977690594255431
5698,11.73542154327897
5699,11.74010212165265
5700,13.858076686701498
5701,13.847834855071769
5702,13.727044814874318
5703,13.647523990347366
5704,13.525771393263636
5705,13.531290897653122
5706,13.576279175183005
5707,13.615703543355643
5708,13.610108533181435
5709,13.60726127939776
5710,13.60757022258664
5711,13.61427651555085
5712,13.63512134552002
5713,13.588893882499253
5714,13.634240765216923
5809,12.058192048191039
