nodeID,avgDailyMaxCurrent
3860,0.6468555443485235
3945,1.4673858060435452
3947,1.1631240116444712
3948,0.6483971277156516
3949,0.5648398632038361
4039,1.4945914973560972
4040,1.7165467951408104
4041,1.6609768534575537
4042,1.434329818245636
4043,1.0929150663243656
4044,0.5050244311922236
4045,0.45725101625170317
4046,0.4795665250686036
4047,0.6206418962380689
4134,1.0991127226914301
4135,1.3145306133051013
4136,1.4995138329496873
4137,1.7321896716474394
4138,1.8649870334275362
4139,1.855509283453157
4140,1.7384667397325724
4141,1.4559655594330991
4142,0.8011342425095022
4143,0.6917774636554548
4144,0.4906526280179713
4145,0.4318990697384621
4146,0.41240212036125484
4147,0.5218938416763393
4148,0.6381581776553277
4251,1.4579100158888356
4252,1.5504438877891857
4253,1.6881551003931503
4254,1.8759850408974459
4255,1.9682016607071535
4256,1.8665733671536608
4257,1.8258235797145272
4258,1.8297616678198227
4259,1.1754431374559888
4260,0.4818289868330911
4261,0.5468625308198942
4262,0.6109657101276583
4366,1.5367659367654092
4367,1.6545014186922327
4368,1.8404468079333238
4369,1.8674269919774862
4370,1.9982357922523868
4371,1.9868369200157545
4372,1.7740763771201356
4373,1.7595818174019031
4374,0.5060258720477718
4375,0.5197787434690573
4376,0.5525946855645277
4377,0.640082296375215
4476,1.8877326558310261
4477,2.0876672707236903
4478,1.9445074520710626
4479,1.998263291602485
4480,2.07690792315705
4481,1.9349802938117042
4482,1.7752865398940025
4483,1.7154784606478937
4484,0.48819434218807783
4485,0.4896520621417504
4486,0.512777166215945
4487,0.5474536187712205
4488,0.5771530908556597
4585,2.103714410741929
4586,2.045950485339812
4587,2.1029164362910526
4588,2.107668651980808
4589,2.1385160848447144
4590,1.9801108467233335
4591,1.7992051080963847
4592,1.721744372681335
4593,0.4255992715967966
4594,0.41265456536201806
4595,0.4818037587271772
4596,0.5141951117752789
4597,0.5916162184950589
4699,1.486634724344082
4700,1.3373009331505026
4701,2.147013287728314
4702,2.251580918662174
4703,2.263378195744824
4704,2.2826353640617496
4705,2.131861747495042
4706,1.960569845056699
4707,1.7027498894844422
4708,0.38602046261045286
4709,0.37387456103689026
4710,0.42004145629039097
4711,0.4601819050309528
4712,0.4982717533644467
4713,0.7516163127461968
4815,1.1093348408198969
4816,0.9219174365747198
4817,1.3870397974302957
4818,2.1661957064336996
4819,2.3366671674408375
4820,2.367512262831051
4821,2.453699748712112
4822,2.364157426142469
4823,2.2012787430166423
4824,1.8767014765885546
4825,1.7493895342506331
4826,0.4438559404407155
4827,0.5501894893621541
4828,1.852761567036931
4829,0.9697194878687487
4830,0.8998347302893545
4831,0.6752015860371995
4832,0.5590911785982763
4941,0.6879744925382787
4942,0.827494495637127
4943,0.9888305432115073
4944,1.5738624685603169
4945,2.2536874139728273
4946,2.351511853858594
4947,2.372984195624575
4948,2.3485146209771863
4949,2.093837906965327
4950,2.319115751948042
4951,3.3844033234347966
4952,1.3924634477014957
4953,1.3176328573089564
4954,1.1000533794426857
5068,0.43332382892823346
5069,0.40875393540019167
5070,0.6846431144409902
5071,0.8464309297643744
5072,1.1535075295014348
5073,1.5886980556530574
5074,2.3227608753051183
5075,2.4535439314690874
5076,2.384120869660483
5077,2.128566157291963
5078,2.065594242487037
5079,1.4578100295930445
5080,2.9659965352096798
5081,2.483677706501232
5082,2.3629803579639432
5083,3.7008775511314362
5185,0.2913259019297781
5186,0.43099407773925014
5187,0.29427057515503713
5188,0.6061147596791288
5189,0.7380294414859135
5190,1.098728978501636
5191,1.3968861963160355
5192,2.2728565529000107
5193,2.4414994613442875
5194,2.388012052732234
5195,2.2000438827418325
5196,2.2282849632817507
5197,1.8456946358474549
5198,1.34856313008652
5199,0.968684250718033
5200,2.151074695150096
5201,1.7946084819871193
5202,2.3521008889101873
5306,0.22681135261954294
5307,0.31877336601161105
5308,0.4624029941163806
5309,0.25372080064578206
5310,0.4899875610324216
5311,0.5041376849013351
5312,1.0589385907618487
5313,1.6242774497393844
5314,2.265546153497714
5315,2.3185251229452204
5316,2.2383507878103974
5317,2.030891000545214
5318,1.861466877428164
5319,1.858082900158816
5320,1.305971590570079
5321,0.8178808511176925
5322,0.6912150602066404
5323,1.8231116728924022
5324,1.8352989902216443
5325,1.4826562442990654
5435,0.2765985167553179
5436,0.24217476465709875
5437,0.2649097031951938
5438,0.29034616087070086
5439,0.321412933975626
5440,0.42663956885186366
5441,0.35684401404246635
5442,0.3029223676664816
5443,2.1261599988784754
5444,2.062516352758699
5445,2.199889548650474
5446,2.1204157367967746
5447,1.8216308300222557
5448,1.6064146133519968
5449,1.5348838103202103
5450,1.0936584113147307
5451,0.6864324623507345
5452,0.6418904122040628
5453,1.5813438986532165
5454,1.5145335628621828
5455,1.113267019370146
5456,0.9284433278755216
5566,0.20478642259119698
5567,0.18249508933318503
5568,0.20627643484144428
5569,0.26043967346172814
5570,0.26974051507838165
5571,0.24143867501313884
5572,1.952882371501088
5573,1.995351541871615
5574,2.1321909859074624
5575,2.0504853427208127
5576,1.8374075952045454
5577,1.4645184231552604
5578,1.399598127508279
5579,1.2914576294086093
5580,1.2548074874621757
5581,0.9751052182445589
5582,0.8153594469361968
5583,0.6769070115349114
5584,1.4427746095151697
5585,1.352606515302808
5586,1.0100838041387272
5587,0.9152264023555404
5588,1.3478208573818453
5589,0.9144265545641379
5695,0.18429662835446306
5696,0.1712911033938072
5697,0.17410185261522884
5698,0.2128601994531252
5699,0.1880400335698273
5700,1.8835764764062177
5701,1.9709301102809536
5702,2.119021896511705
5703,1.9329234034164782
5704,1.6427556686711615
5705,1.2434256428126145
5706,1.128187324981805
5707,1.0785851471838974
5708,1.0234263742132226
5709,0.9692796658133087
5710,0.8961391599150931
5711,1.8004667095248632
5712,1.4525181086123622
5713,1.3200081946414925
5714,1.7925308595543699
5809,0.1711135187479554
5810,0.14529555375459433
5811,0.12237448994406046
5812,0.1660722988988357
5813,0.15554797152956917
5814,1.838344368351685
5815,1.9401264429232343
5816,2.1188370268441172
5817,1.9482754635587314
5818,1.781589164369198
5819,1.5535193485951333
5820,1.5341166782791673
5821,1.2282377345171172
5822,1.0489464627216059
5823,0.9995475938770032
5824,1.0031138646689997
5825,1.8768604041003247
5826,1.852800775586213
5827,1.612516286309927
5918,0.1555752307026911
5919,0.09893842665988635
5920,0.06315344987552232
5921,0.14177294151322753
5922,0.1152655395625178
5923,1.7752835047317068
5924,2.0004412697614247
5925,2.1737512562802075
5926,1.9251575682178488
5927,1.5463350482473175
5928,1.6013523513543755
5929,1.080300833293221
5930,1.3240269080559555
5931,1.0146055504556997
5932,0.8269727829113637
6014,0.08401076581692198
6015,0.12514835575348468
6016,0.08342557479791343
6017,0.05328403006661063
6018,1.8351757627872762
6019,2.0675542214960125
6020,2.2236794456462214
6021,2.0161723960334683
6022,1.290973426544385
6023,1.1531835557687957
6024,1.015124515246123
6025,0.9480127911519367
6026,1.0828029525230163
6027,1.0060560009845783
6028,1.1126230174850582
6029,0.679450198565027
6030,0.7413359231414686
6118,0.06649194840146151
6119,1.9409303593123255
6120,2.0812792290429134
6121,2.232015465854757
6122,2.129176129296849
6123,1.601778302661974
6124,1.2306740737280395
6125,1.0411028451344988
6126,0.9356542556071089
6127,0.8509881911453
