nodeID,avgDailyMinSal
3860,30.0254964382849
3945,30.27794645434228
3947,30.124434542433125
3948,29.99191366177853
3949,29.9237828923163
4039,30.352158787094545
4040,30.281654553992727
4041,30.18020710098409
4042,30.14540002947656
4043,30.010702997724586
4044,29.847924045313185
4045,29.83888266019732
4046,29.812735013872665
4047,29.858283265728815
4134,30.864570822671194
4135,30.67687350121614
4136,30.48981244096132
4137,30.365757273736403
4138,30.30817596934666
4139,30.20635898982253
4140,30.00414145104239
4141,30.003070822385983
4142,29.85148675865102
4143,29.76442711375584
4144,29.744378900973597
4145,29.761194603465427
4146,29.75321901624448
4147,29.779106309480756
4148,29.78846309341003
4251,30.82871983430096
4252,30.65559570811619
4253,30.481177517186815
4254,30.37113068482586
4255,30.269500366995267
4256,30.107659518161668
4257,29.953886281664126
4258,29.90508941400831
4259,29.841374272498015
4260,29.737334206839588
4261,29.732795046868727
4262,29.71757166853575
4366,30.81544297655052
4367,30.65969591942903
4368,30.58203435166974
4369,30.42405257715243
4370,30.315247464402812
4371,30.171342154529608
4372,29.97995138613977
4373,29.882120542437118
4374,29.73218702155853
4375,29.697628769919138
4376,29.665277418689193
4377,29.698602204010864
4476,30.735830262442615
4477,30.606730006565556
4478,30.48466649456559
4479,30.35785685744241
4480,30.234241895586532
4481,30.093225844552585
4482,29.961750663329507
4483,29.877816735026993
4484,29.720494840746728
4485,29.658636725951578
4486,29.620418833794997
4487,29.64206947790128
4488,29.598048611222026
4585,30.690783821533774
4586,30.58766258988425
4587,30.45725275200104
4588,30.31405413262198
4589,30.181732418381166
4590,30.086664966333693
4591,29.959732626086083
4592,29.879611951168453
4593,29.718053211675628
4594,29.568158604274288
4595,29.58468578909045
4596,29.514860946441367
4597,29.52336728461435
4699,30.655999228219006
4700,30.594927529308283
4701,30.518671704229906
4702,30.460691318333705
4703,30.343746639857784
4704,30.18127172238359
4705,30.073437913555964
4706,29.9510026913937
4707,29.888447146549403
4708,29.718151359914618
4709,29.69181630321752
4710,29.49209655333902
4711,29.4179500865045
4712,29.47146323016871
4713,29.458686498838052
4815,30.551347999929266
4816,30.42849177066411
4817,30.523755216152868
4818,30.44699478149414
4819,30.373663964672623
4820,30.22694538686877
4821,30.101845794749035
4822,30.066062659860773
4823,29.969262853961126
4824,29.872418314497047
4825,29.89747562586704
4826,29.59979494932656
4827,29.681599456573203
4828,29.639311603296584
4829,29.415305743707673
4830,29.432980198726476
4831,29.398041252777954
4832,29.39359935867452
4941,30.41417407989502
4942,30.37805977937217
4943,30.40925761249578
4944,30.468714936871393
4945,30.309534554169556
4946,30.207885599581996
4947,30.08215291032167
4948,29.99966580399843
4949,29.841933196950183
4950,29.530188275274828
4951,29.569304867325542
4952,29.487441936385967
4953,29.50680711336225
4954,29.59166038370578
5068,30.38255523075567
5069,30.445982496315075
5070,30.384918266367688
5071,30.397668383945927
5072,30.435460037160144
5073,30.419587643347054
5074,30.28932247874893
5075,30.12170233681937
5076,30.090017220684302
5077,29.99512593100004
5078,29.911324385170623
5079,29.795436930433613
5080,29.544822345270173
5081,29.54494123369734
5082,29.55981062951489
5083,29.54530991349265
5185,30.392505271412503
5186,30.378439912172123
5187,30.452050182306877
5188,30.380324711309417
5189,30.426889642376764
5190,30.439458267711032
5191,30.38671900847248
5192,30.362874075631115
5193,30.205859754687157
5194,30.10019374562201
5195,30.01030628703465
5196,30.0018418124903
5197,29.95269877888332
5198,29.84243978518192
5199,29.7334384739956
5200,29.528703894570608
5201,29.544282387350208
5202,29.538712011319454
5306,30.420368560006686
5307,30.39206362216272
5308,30.378052818440946
5309,30.46355552316826
5310,30.39605417875486
5311,30.386623658866526
5312,30.459348001212717
5313,30.33298032528886
5314,30.235512323468644
5315,30.16459096926395
5316,30.088768745137152
5317,30.019807022308633
5318,29.99588796134307
5319,29.95801089634405
5320,29.89216912349808
5321,29.786045154678487
5322,29.731641742670647
5323,29.52466241890025
5324,29.584523477286936
5325,29.635182131116636
5435,30.45318747903699
5436,30.437812929955598
5437,30.42278456465106
5438,30.39745711388989
5439,30.390798105257694
5440,30.43284336874418
5441,30.405656983919233
5442,30.423985784298907
5443,30.302581154297446
5444,30.151071610851822
5445,30.152244986774765
5446,30.114871755938665
5447,30.024122844232576
5448,30.00974432330265
5449,29.975682454688528
5450,29.924882033160912
5451,29.794201619157167
5452,29.707190112532857
5453,29.539201513629095
5454,29.70803141371112
5455,29.520938891116703
5456,29.639798529794284
5566,30.409166353885258
5567,30.38116103020784
5568,30.39286537705181
5569,30.442793195492754
5570,30.453843553489612
5571,30.442064668530616
5572,30.132902920803176
5573,30.06748556867938
5574,30.10663294569354
5575,30.119225947656364
5576,30.02371872696921
5577,30.015506173962745
5578,30.00265208805833
5579,30.0113569063561
5580,30.003717707696364
5581,29.929391959003198
5582,29.84415897476339
5583,29.90253843325321
5584,29.522625174477835
5585,29.577306248317257
5586,29.63893045443241
5587,29.58927428165329
5588,29.467561846581575
5589,29.69722408223375
5695,30.35523690909983
5696,30.362727468258868
5697,30.474931886262983
5698,30.48495455768621
5699,30.46123692699682
5700,30.027994753044343
5701,29.97834692268728
5702,30.01473003458754
5703,29.960306345859422
5704,29.926545223343037
5705,29.87385014507258
5706,29.94161002435417
5707,29.98436278940361
5708,29.986026701526107
5709,29.923719013962792
5710,29.859529272418158
5711,29.407438438629434
5712,29.65481000525929
5713,29.50343968935102
5714,29.417762426572427
5809,30.0768566577234
5810,30.45228956347314
5811,30.495808886590407
5812,30.49506804207775
5813,30.491590642483434
5814,29.93759005537657
5815,29.8824048978146
5816,29.91218194337649
5817,29.876842472040764
5818,29.79864908378815
5819,29.81778082446517
5820,29.69199420358533
5821,29.837057407771315
5822,29.89646079161457
5823,29.92197370974817
5824,29.94585317986034
5825,29.595214398107796
5826,29.477825209359143
5827,29.275134148998795
5918,30.49257735671284
5919,30.49823887548714
5920,30.495035385417047
5921,30.50734920145195
5922,30.514922614409546
5923,29.86845829330872
5924,29.803050656184972
5925,29.78285425845708
5926,29.65061977422126
5927,29.478553415458894
5928,29.485907233764078
5929,27.12148776009818
5930,28.022228579654872
5931,28.834174940519244
5932,28.101792161709795
6014,30.486128334687134
6015,30.52345455027072
6016,30.53048396778998
6017,30.54448287286491
6018,29.78321060287618
6019,29.71997118441858
6020,29.65593428923705
6021,29.50394797102313
6022,29.308399191526608
6023,29.3395392515949
6024,24.43613657550277
